"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","parses valid JSON response","Video Processing","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","parseSummaryResponse","",""
"","2","returns 400 when q parameter is missing","Summaries","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","GET /summaries/search","",""
"","3","returns 404 for non-existent item","Queue","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","POST /queue/:id/retry","",""
"","1","returns 409 for processing items","Queue","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","DELETE /queue/:id","",""
"","2","creates Stripe customer when none exists, then creates checkout session","Billing","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","POST /billing/checkout","",""
"","2","passes a good summary","Video Processing","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","runChecks","",""
"","2","returns 409 for duplicate video","Queue","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","POST /queue","",""
"","56","creates checkout session for user with existing Stripe customer","Billing","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","POST /billing/checkout","",""
"","1","fails when keyPoints count is too low","Video Processing","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","runChecks","",""
"","1","creates portal session for user with Stripe customer","Billing","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","POST /billing/portal","",""
"","2","deletes a queued item","Queue","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","DELETE /queue/:id","",""
"","2","returns usage info for pro user","Billing","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","GET /usage","",""
"","2","returns 402 with upgrade URL for non-pro users","Queue","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","POST /queue/batch","",""
"","0","handles extra query params","Queue","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","extractVideoId","",""
"","2","returns 400 for invalid YouTube URL","Queue","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","POST /queue","",""
"","1","throws on invalid JSON","Video Processing","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","parseSummaryResponse","",""
"","3","returns list of queue items","Queue","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","GET /queue","",""
"","1","returns 400 when user has no Stripe customer","Billing","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","POST /billing/portal","",""
"","2","soft-deletes a summary","Summaries","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","DELETE /summaries/:id","",""
"","1","returns 409 for completed item","Queue","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","POST /queue/:id/retry","",""
"","2","includes total time saved from completed summaries","Billing","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","GET /usage","",""
"","1","returns null for YouTube URL without video ID","Queue","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","extractVideoId","",""
"","0","fails when parse required retry","Video Processing","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","runChecks","",""
"","1","filters non-string elements from arrays","Video Processing","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","parseSummaryResponse","",""
"","1","returns 400 for empty videos array","Queue","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","POST /queue/batch","",""
"","1","returns HTML cancel page","Billing","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","GET /billing/cancel","",""
"","0","truncates oversized summary and array items","Video Processing","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","parseSummaryResponse","",""
"","1","returns 500 when user lookup fails","Billing","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","POST /billing/checkout","",""
"","1","returns 400 when videoUrl is missing","Queue","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","POST /queue","",""
"","2","caps limit at 100","Summaries","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","GET /summaries","",""
"","3","returns 404 for non-existent or already deleted summary","Summaries","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","DELETE /summaries/:id","",""
"","39","returns usage info for free user","Billing","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","GET /usage","",""
"","0","returns null for non-YouTube URLs","Queue","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","extractVideoId","",""
"","1","resets count when reset date is in the past","Billing","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","GET /usage","",""
"","1","extracts from youtube.com/embed/","Queue","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","extractVideoId","",""
"","0","extracts from youtube.com/v/","Queue","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","extractVideoId","",""
"","1","returns HTML success page","Billing","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","GET /billing/success","",""
"","3","respects limit and offset params","Summaries","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","GET /summaries","",""
"","0","rejects a JSON array instead of an object","Video Processing","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","parseSummaryResponse","",""
"","2","returns 400 for more than 10 videos","Queue","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","POST /queue/batch","",""
"","2","returns 404 when user not found","Billing","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","GET /usage","",""
"","1","extracts from youtube.com/shorts/","Queue","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","extractVideoId","",""
"","5","fires Inngest event for a pending queue item","Queue","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","POST /queue/:id/retry","",""
"","1","extracts from youtu.be/","Queue","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","extractVideoId","",""
"","2","returns 404 for non-existent summary","Summaries","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","GET /summaries/:id","",""
"","3","returns 429 when rate limited","Queue","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","POST /queue","",""
"","91","returns paginated list of summaries","Summaries","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","GET /summaries","",""
"","1","returns 404 for non-existent item","Queue","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","DELETE /queue/:id","",""
"","2","returns summary detail","Summaries","Mon Mar 02 22:56:30 UTC 2026","passed","Mon Mar 02 22:56:30 UTC 2026","","GET /summaries/:id","",""
