"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","caps limit at 100","Summaries","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","GET /summaries","",""
"","0","decodes numeric entities","decodeHtmlEntities","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","","",""
"","1","resets count when reset date is in the past","Billing","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","GET /usage","",""
"","0","handles hour-long videos","assembleTranscript","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","","",""
"","0","truncates sub-second precision","formatTimestamp","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","","",""
"","0","passes through plain text","decodeHtmlEntities","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","","",""
"","0","throws on missing required fields","Video Processing","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","parseSummaryResponse","",""
"","8","fires Inngest event for a pending queue item","Queue","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","POST /queue/:id/retry","",""
"","0","returns empty array for unrecognized XML","parseTimedTextXml","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","","",""
"","0","truncates oversized summary and array items","Video Processing","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","parseSummaryResponse","",""
"","0","skips empty segments","parseTimedTextXml","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","","",""
"","1","rethrows 429 rate limit error for Inngest retry","summarize-video","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","Claude API error classification","",""
"","0","decodes HTML entities in segments","assembleTranscript","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","","",""
"","1","rethrows unknown transcript errors for Inngest retry","summarize-video","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","transcript errors","",""
"","0","leaves normal text unchanged","sanitizeTranscript","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","","",""
"","0","strips prompt injection patterns","sanitizeTranscript","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","","",""
"","485","fetches transcript, generates summary, and saves result","summarize-video","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","happy path","",""
"","0","returns null for non-YouTube URLs","Queue","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","extractVideoId","",""
"","0","rejects contextSection with missing fields","Video Processing","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","parseSummaryResponse","",""
"","2","searches summaries by query","Summaries","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","GET /summaries/search","",""
"","1","returns 404 for non-existent item","Queue","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","DELETE /queue/:id","",""
"","0","parses response with contextSection","Video Processing","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","parseSummaryResponse","",""
"","1","updates summary status to failed with error message","summarize-video","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","onFailure handler","",""
"","3","respects limit and offset params","Summaries","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","GET /summaries","",""
"","548","creates checkout session for user with existing Stripe customer","Billing","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","POST /billing/checkout","",""
"","1","strips zero-width characters","sanitizeTranscript","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","","",""
"","59","returns usage info for free user","Billing","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","GET /usage","",""
"","0","parses response with null contextSection","Video Processing","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","parseSummaryResponse","",""
"","0","formats seconds only","formatTimestamp","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","","",""
"","0","extracts from youtube.com/v/","Queue","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","extractVideoId","",""
"","2","deletes a queued item","Queue","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","DELETE /queue/:id","",""
"","1","extracts from youtu.be/","Queue","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","extractVideoId","",""
"","2","soft-deletes a summary","Summaries","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","DELETE /summaries/:id","",""
"","2","returns 400 when q parameter is missing","Summaries","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","GET /summaries/search","",""
"","1","rethrows APIConnectionError for Inngest retry","summarize-video","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","Claude API error classification","",""
"","0","formats hours","formatTimestamp","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","","",""
"","3","parses valid JSON response","Video Processing","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","parseSummaryResponse","",""
"","3","returns 409 for duplicate video","Queue","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","POST /queue","",""
"","0","inserts timestamps every ~30s","assembleTranscript","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","","",""
"","8","returns 400 for invalid YouTube URL","Queue","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","POST /queue","",""
"","2","returns 400 when videoUrl is missing","Queue","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","POST /queue","",""
"","2","throws NonRetriableError when transcript is not available","summarize-video","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","transcript errors","",""
"","0","formats minutes and seconds","formatTimestamp","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","","",""
"","79","returns paginated list of summaries","Summaries","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","GET /summaries","",""
"","0","truncates long contextSection title","Video Processing","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","parseSummaryResponse","",""
"","1","wraps JSON parse failures as NonRetriableError","summarize-video","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","Claude API error classification","",""
"","0","extracts JSON from markdown code fences","Video Processing","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","parseSummaryResponse","",""
"","0","handles mixed content","decodeHtmlEntities","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","","",""
"","1","formats 0ms as 0:00","formatTimestamp","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","","",""
"","0","rejects a JSON array instead of an object","Video Processing","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","parseSummaryResponse","",""
"","0","parses legacy response with actionItems (backward compat)","Video Processing","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","parseSummaryResponse","",""
"","2","returns 404 for non-existent summary","Summaries","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","GET /summaries/:id","",""
"","2","returns 400 for more than 10 videos","Queue","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","POST /queue/batch","",""
"","1","extracts from youtube.com/embed/","Queue","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","extractVideoId","",""
"","1","returns 409 for completed item","Queue","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","POST /queue/:id/retry","",""
"","0","parses srv3 format without <s> children","parseTimedTextXml","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","","",""
"","2","returns usage info for pro user","Billing","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","GET /usage","",""
"","1","filters non-string elements from arrays","Video Processing","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","parseSummaryResponse","",""
"","2","returns 402 with upgrade URL for non-pro users","Queue","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","POST /queue/batch","",""
"","0","fails when parse required retry","Video Processing","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","runChecks","",""
"","3","extracts from youtube.com/watch?v=","Queue","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","extractVideoId","",""
"","0","strips special tokens","sanitizeTranscript","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","","",""
"","0","skips non-speech markers","assembleTranscript","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","","",""
"","1","extracts from youtube.com/shorts/","Queue","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","extractVideoId","",""
"","0","decodes double-encoded entities","decodeHtmlEntities","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","","",""
"","2","creates portal session for user with Stripe customer","Billing","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","POST /billing/portal","",""
"","3","returns HTML cancel page","Billing","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","GET /billing/cancel","",""
"","2","returns 400 for video exceeding max duration","Queue","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","POST /queue","",""
"","1","fails when summary is too short","Video Processing","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","runChecks","",""
"","0","inserts timestamp at start","assembleTranscript","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","","",""
"","1","parses srv3 format with <s> children","parseTimedTextXml","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","","",""
"","0","returns empty string for all-empty segments","assembleTranscript","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","","",""
"","0","normalizes whitespace","sanitizeTranscript","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","","",""
"","1","rethrows 503 overloaded error for Inngest retry","summarize-video","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","Claude API error classification","",""
"","0","sanitizes contextSection items","Video Processing","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","parseSummaryResponse","",""
"","4","returns 404 for non-existent or already deleted summary","Summaries","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","DELETE /summaries/:id","",""
"","0","handles extra query params","Queue","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","extractVideoId","",""
"","3","returns list of queue items","Queue","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","GET /queue","",""
"","1","throws on invalid JSON","Video Processing","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","parseSummaryResponse","",""
"","1","rethrows 500 server error for Inngest retry","summarize-video","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","Claude API error classification","",""
"","0","falls back to srv1 format","parseTimedTextXml","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","","",""
"","2","includes total time saved from completed summaries","Billing","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","GET /usage","",""
"","0","strips role markers","sanitizeTranscript","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","","",""
"","3","returns 429 when rate limited","Queue","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","POST /queue","",""
"","1","returns 404 when user not found","Billing","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","GET /usage","",""
"","1","returns 409 for processing items","Queue","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","DELETE /queue/:id","",""
"","94","adds a video and returns 201 with summary and position","Queue","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","POST /queue","",""
"","4","returns 500 when user lookup fails","Billing","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","POST /billing/checkout","",""
"","0","decodes named entities","decodeHtmlEntities","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","","",""
"","3","creates Stripe customer when none exists, then creates checkout session","Billing","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","POST /billing/checkout","",""
"","1","fails when keyPoints count is too low","Video Processing","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","runChecks","",""
"","1","fails when timestamps are missing","Video Processing","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","runChecks","",""
"","3","passes a good summary","Video Processing","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","runChecks","",""
"","1","rethrows unknown errors for Inngest retry","summarize-video","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","Claude API error classification","",""
"","2","returns 500 when Stripe call fails","Billing","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","POST /billing/checkout","",""
"","1","returns 404 for non-existent item","Queue","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","POST /queue/:id/retry","",""
"","2","sets truncated flag on summaryJson when transcript was truncated","summarize-video","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","happy path","",""
"","1","returns 400 when user has no Stripe customer","Billing","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","POST /billing/portal","",""
"","0","extracts from m.youtube.com","Queue","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","extractVideoId","",""
"","2","returns 400 for empty videos array","Queue","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","POST /queue/batch","",""
"","2","returns HTML success page","Billing","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","GET /billing/success","",""
"","1","wraps 'missing required fields' parse error as NonRetriableError","summarize-video","Fri Mar 06 20:58:00 UTC 2026","passed","Fri Mar 06 20:58:00 UTC 2026","","Claude API error classification","",""
"","1","returns 500 when user lookup fails","Billing","Fri Mar 06 20:57:59 UTC 2026","passed","Fri Mar 06 20:57:59 UTC 2026","","POST /billing/portal","",""
