"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","returns 409 for processing items","Queue","Mon Mar 02 23:18:29 UTC 2026","passed","Mon Mar 02 23:18:29 UTC 2026","","DELETE /queue/:id","",""
"","2","extracts from youtube.com/watch?v=","Queue","Mon Mar 02 23:18:29 UTC 2026","passed","Mon Mar 02 23:18:29 UTC 2026","","extractVideoId","",""
"","60","returns usage info for free user","Billing","Mon Mar 02 23:18:29 UTC 2026","passed","Mon Mar 02 23:18:29 UTC 2026","","GET /usage","",""
"","2","returns 400 for more than 10 videos","Queue","Mon Mar 02 23:18:29 UTC 2026","passed","Mon Mar 02 23:18:29 UTC 2026","","POST /queue/batch","",""
"","3","searches summaries by query","Summaries","Mon Mar 02 23:18:29 UTC 2026","passed","Mon Mar 02 23:18:29 UTC 2026","","GET /summaries/search","",""
"","2","returns summary detail","Summaries","Mon Mar 02 23:18:29 UTC 2026","passed","Mon Mar 02 23:18:29 UTC 2026","","GET /summaries/:id","",""
"","2","fires Inngest event for a pending queue item","Queue","Mon Mar 02 23:18:29 UTC 2026","passed","Mon Mar 02 23:18:29 UTC 2026","","POST /queue/:id/retry","",""
"","3","returns 409 for completed item","Queue","Mon Mar 02 23:18:29 UTC 2026","passed","Mon Mar 02 23:18:29 UTC 2026","","POST /queue/:id/retry","",""
"","3","returns list of queue items","Queue","Mon Mar 02 23:18:29 UTC 2026","passed","Mon Mar 02 23:18:29 UTC 2026","","GET /queue","",""
"","2","returns usage info for pro user","Billing","Mon Mar 02 23:18:29 UTC 2026","passed","Mon Mar 02 23:18:29 UTC 2026","","GET /usage","",""
"","1","fails when keyPoints count is too low","Video Processing","Mon Mar 02 23:18:29 UTC 2026","passed","Mon Mar 02 23:18:29 UTC 2026","","runChecks","",""
"","0","rejects a JSON array instead of an object","Video Processing","Mon Mar 02 23:18:29 UTC 2026","passed","Mon Mar 02 23:18:29 UTC 2026","","parseSummaryResponse","",""
"","1","filters non-string elements from arrays","Video Processing","Mon Mar 02 23:18:29 UTC 2026","passed","Mon Mar 02 23:18:29 UTC 2026","","parseSummaryResponse","",""
"","2","caps limit at 100","Summaries","Mon Mar 02 23:18:29 UTC 2026","passed","Mon Mar 02 23:18:29 UTC 2026","","GET /summaries","",""
"","1","returns 500 when user lookup fails","Billing","Mon Mar 02 23:18:29 UTC 2026","passed","Mon Mar 02 23:18:29 UTC 2026","","POST /billing/portal","",""
"","5","returns 404 for non-existent item","Queue","Mon Mar 02 23:18:29 UTC 2026","passed","Mon Mar 02 23:18:29 UTC 2026","","POST /queue/:id/retry","",""
"","2","returns 400 when q parameter is missing","Summaries","Mon Mar 02 23:18:29 UTC 2026","passed","Mon Mar 02 23:18:29 UTC 2026","","GET /summaries/search","",""
"","77","creates checkout session for user with existing Stripe customer","Billing","Mon Mar 02 23:18:29 UTC 2026","passed","Mon Mar 02 23:18:29 UTC 2026","","POST /billing/checkout","",""
"","3","returns 404 for non-existent or already deleted summary","Summaries","Mon Mar 02 23:18:29 UTC 2026","passed","Mon Mar 02 23:18:29 UTC 2026","","DELETE /summaries/:id","",""
"","3","parses valid JSON response","Video Processing","Mon Mar 02 23:18:29 UTC 2026","passed","Mon Mar 02 23:18:29 UTC 2026","","parseSummaryResponse","",""
"","0","extracts from youtube.com/shorts/","Queue","Mon Mar 02 23:18:29 UTC 2026","passed","Mon Mar 02 23:18:29 UTC 2026","","extractVideoId","",""
