"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","returns null for YouTube URL without video ID","Queue","Fri Feb 27 14:01:37 UTC 2026","passed","Fri Feb 27 14:01:37 UTC 2026","","extractVideoId","",""
"","0","returns null for invalid URLs","Queue","Fri Feb 27 14:01:37 UTC 2026","passed","Fri Feb 27 14:01:37 UTC 2026","","extractVideoId","",""
"","2","resets count when reset date is in the past","Billing","Fri Feb 27 14:01:37 UTC 2026","passed","Fri Feb 27 14:01:37 UTC 2026","","GET /usage","",""
"","2","returns 400 for empty videos array","Queue","Fri Feb 27 14:01:37 UTC 2026","passed","Fri Feb 27 14:01:37 UTC 2026","","POST /queue/batch","",""
"","2","returns 403 for non-pro users","Queue","Fri Feb 27 14:01:37 UTC 2026","passed","Fri Feb 27 14:01:37 UTC 2026","","POST /queue/batch","",""
"","0","handles extra query params","Queue","Fri Feb 27 14:01:37 UTC 2026","passed","Fri Feb 27 14:01:37 UTC 2026","","extractVideoId","",""
"","2","includes total time saved from completed summaries","Billing","Fri Feb 27 14:01:37 UTC 2026","passed","Fri Feb 27 14:01:37 UTC 2026","","GET /usage","",""
"","1","searches summaries by query","Summaries","Fri Feb 27 14:01:37 UTC 2026","passed","Fri Feb 27 14:01:37 UTC 2026","","GET /summaries/search","",""
"","2","returns 404 for non-existent item","Queue","Fri Feb 27 14:01:37 UTC 2026","passed","Fri Feb 27 14:01:37 UTC 2026","","DELETE /queue/:id","",""
"","2","respects limit and offset params","Summaries","Fri Feb 27 14:01:37 UTC 2026","passed","Fri Feb 27 14:01:37 UTC 2026","","GET /summaries","",""
"","2","fires Inngest event for a pending queue item","Queue","Fri Feb 27 14:01:37 UTC 2026","passed","Fri Feb 27 14:01:37 UTC 2026","","POST /queue/:id/process","",""
"","1","returns 404 for non-existent summary","Summaries","Fri Feb 27 14:01:37 UTC 2026","passed","Fri Feb 27 14:01:37 UTC 2026","","GET /summaries/:id","",""
"","2","soft-deletes a summary","Summaries","Fri Feb 27 14:01:37 UTC 2026","passed","Fri Feb 27 14:01:37 UTC 2026","","DELETE /summaries/:id","",""
"","3","returns list of queue items","Queue","Fri Feb 27 14:01:37 UTC 2026","passed","Fri Feb 27 14:01:37 UTC 2026","","GET /queue","",""
"","0","extracts from youtube.com/v/","Queue","Fri Feb 27 14:01:37 UTC 2026","passed","Fri Feb 27 14:01:37 UTC 2026","","extractVideoId","",""
"","0","fails when parse required retry","Video Processing","Fri Feb 27 14:01:37 UTC 2026","passed","Fri Feb 27 14:01:37 UTC 2026","","runChecks","",""
"","6","returns 404 for non-existent item","Queue","Fri Feb 27 14:01:37 UTC 2026","passed","Fri Feb 27 14:01:37 UTC 2026","","POST /queue/:id/process","",""
"","2","returns 409 for duplicate video","Queue","Fri Feb 27 14:01:37 UTC 2026","passed","Fri Feb 27 14:01:37 UTC 2026","","POST /queue","",""
"","2","caps limit at 100","Summaries","Fri Feb 27 14:01:37 UTC 2026","passed","Fri Feb 27 14:01:37 UTC 2026","","GET /summaries","",""
"","1","fails when keyPoints count is too low","Video Processing","Fri Feb 27 14:01:37 UTC 2026","passed","Fri Feb 27 14:01:37 UTC 2026","","runChecks","",""
"","62","returns paginated list of summaries","Summaries","Fri Feb 27 14:01:37 UTC 2026","passed","Fri Feb 27 14:01:37 UTC 2026","","GET /summaries","",""
"","0","extracts JSON from markdown code fences","Video Processing","Fri Feb 27 14:01:37 UTC 2026","passed","Fri Feb 27 14:01:37 UTC 2026","","parseSummaryResponse","",""
"","75","returns usage info for free user","Billing","Fri Feb 27 14:01:37 UTC 2026","passed","Fri Feb 27 14:01:37 UTC 2026","","GET /usage","",""
