"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","throws on invalid JSON","Video Processing","Sun Mar 01 13:58:57 UTC 2026","passed","Sun Mar 01 13:58:57 UTC 2026","","parseSummaryResponse","",""
"","1","returns 400 when user has no Stripe customer","Billing","Sun Mar 01 13:58:57 UTC 2026","passed","Sun Mar 01 13:58:57 UTC 2026","","POST /billing/portal","",""
"","1","throws on missing required fields","Video Processing","Sun Mar 01 13:58:57 UTC 2026","passed","Sun Mar 01 13:58:57 UTC 2026","","parseSummaryResponse","",""
"","2","returns 404 for non-existent item","Queue","Sun Mar 01 13:58:57 UTC 2026","passed","Sun Mar 01 13:58:57 UTC 2026","","DELETE /queue/:id","",""
"","1","returns 409 for completed item","Queue","Sun Mar 01 13:58:57 UTC 2026","passed","Sun Mar 01 13:58:57 UTC 2026","","POST /queue/:id/retry","",""
"","1","fails when timestamps are missing","Video Processing","Sun Mar 01 13:58:57 UTC 2026","passed","Sun Mar 01 13:58:57 UTC 2026","","runChecks","",""
"","3","deletes a queued item","Queue","Sun Mar 01 13:58:57 UTC 2026","passed","Sun Mar 01 13:58:57 UTC 2026","","DELETE /queue/:id","",""
"","0","returns null for non-YouTube URLs","Queue","Sun Mar 01 13:58:57 UTC 2026","passed","Sun Mar 01 13:58:57 UTC 2026","","extractVideoId","",""
"","1","returns 500 when user lookup fails","Billing","Sun Mar 01 13:58:57 UTC 2026","passed","Sun Mar 01 13:58:57 UTC 2026","","POST /billing/checkout","",""
"","2","searches summaries by query","Summaries","Sun Mar 01 13:58:57 UTC 2026","passed","Sun Mar 01 13:58:57 UTC 2026","","GET /summaries/search","",""
"","92","creates checkout session for user with existing Stripe customer","Billing","Sun Mar 01 13:58:57 UTC 2026","passed","Sun Mar 01 13:58:57 UTC 2026","","POST /billing/checkout","",""
"","0","rejects a JSON array instead of an object","Video Processing","Sun Mar 01 13:58:57 UTC 2026","passed","Sun Mar 01 13:58:57 UTC 2026","","parseSummaryResponse","",""
"","0","truncates oversized summary and array items","Video Processing","Sun Mar 01 13:58:57 UTC 2026","passed","Sun Mar 01 13:58:57 UTC 2026","","parseSummaryResponse","",""
