"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","handles extra query params","Queue","Tue Mar 10 17:26:50 UTC 2026","passed","Tue Mar 10 17:26:50 UTC 2026","","extractVideoId","",""
"","0","strips prompt injection patterns","sanitizeTranscript","Tue Mar 10 17:26:52 UTC 2026","passed","Tue Mar 10 17:26:52 UTC 2026","","","",""
"","1","wraps 400 billing error as NonRetriableError with friendly message","summarize-video","Tue Mar 10 17:26:51 UTC 2026","passed","Tue Mar 10 17:26:51 UTC 2026","","Claude API error classification","",""
"","1","returns 500 when user lookup fails","Billing","Tue Mar 10 17:26:51 UTC 2026","passed","Tue Mar 10 17:26:51 UTC 2026","","POST /billing/portal","",""
"","91","adds a video and returns 201 with summary and position","Queue","Tue Mar 10 17:26:50 UTC 2026","passed","Tue Mar 10 17:26:50 UTC 2026","","POST /queue","",""
"","2","returns summary detail","Summaries","Tue Mar 10 17:26:51 UTC 2026","passed","Tue Mar 10 17:26:51 UTC 2026","","GET /summaries/:id","",""
"","1","returns true when token expires within buffer","isTokenExpired","Tue Mar 10 17:26:52 UTC 2026","passed","Tue Mar 10 17:26:52 UTC 2026","","","",""
"","0","decodes numeric entities","decodeHtmlEntities","Tue Mar 10 17:26:52 UTC 2026","passed","Tue Mar 10 17:26:52 UTC 2026","","","",""
"","47","returns usage info for free user","Billing","Tue Mar 10 17:26:51 UTC 2026","passed","Tue Mar 10 17:26:51 UTC 2026","","GET /usage","",""
"","521","creates checkout session for user with existing Stripe customer","Billing","Tue Mar 10 17:26:51 UTC 2026","passed","Tue Mar 10 17:26:51 UTC 2026","","POST /billing/checkout","",""
"","1","strips zero-width characters","sanitizeTranscript","Tue Mar 10 17:26:52 UTC 2026","passed","Tue Mar 10 17:26:52 UTC 2026","","","",""
"","0","returns true for malformed token","isTokenExpired","Tue Mar 10 17:26:52 UTC 2026","passed","Tue Mar 10 17:26:52 UTC 2026","","","",""
"","2","returns 409 for duplicate video","Queue","Tue Mar 10 17:26:50 UTC 2026","passed","Tue Mar 10 17:26:50 UTC 2026","","POST /queue","",""
"","1","rethrows unknown errors for Inngest retry","summarize-video","Tue Mar 10 17:26:51 UTC 2026","passed","Tue Mar 10 17:26:51 UTC 2026","","Claude API error classification","",""
"","6","rolls back rate limit counter when insert fails","Queue","Tue Mar 10 17:26:50 UTC 2026","passed","Tue Mar 10 17:26:50 UTC 2026","","POST /queue","",""
