"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","includes total time saved from completed summaries","Billing","Tue Mar 03 02:29:13 UTC 2026","passed","Tue Mar 03 02:29:13 UTC 2026","","GET /usage","",""
"","41","returns usage info for free user","Billing","Tue Mar 03 02:29:13 UTC 2026","passed","Tue Mar 03 02:29:13 UTC 2026","","GET /usage","",""
"","2","parses valid JSON response","Video Processing","Tue Mar 03 02:29:13 UTC 2026","passed","Tue Mar 03 02:29:13 UTC 2026","","parseSummaryResponse","",""
"","3","fires Inngest event for a pending queue item","Queue","Tue Mar 03 02:29:13 UTC 2026","passed","Tue Mar 03 02:29:13 UTC 2026","","POST /queue/:id/retry","",""
"","1","fails when summary is too short","Video Processing","Tue Mar 03 02:29:13 UTC 2026","passed","Tue Mar 03 02:29:13 UTC 2026","","runChecks","",""
"","0","returns null for YouTube URL without video ID","Queue","Tue Mar 03 02:29:12 UTC 2026","passed","Tue Mar 03 02:29:12 UTC 2026","","extractVideoId","",""
"","2","resets count when reset date is in the past","Billing","Tue Mar 03 02:29:13 UTC 2026","passed","Tue Mar 03 02:29:13 UTC 2026","","GET /usage","",""
"","0","extracts from youtube.com/v/","Queue","Tue Mar 03 02:29:12 UTC 2026","passed","Tue Mar 03 02:29:12 UTC 2026","","extractVideoId","",""
"","53","adds a video and returns 201 with summary and position","Queue","Tue Mar 03 02:29:12 UTC 2026","passed","Tue Mar 03 02:29:13 UTC 2026","","POST /queue","",""
"","2","returns summary detail","Summaries","Tue Mar 03 02:29:12 UTC 2026","passed","Tue Mar 03 02:29:12 UTC 2026","","GET /summaries/:id","",""
"","1","filters non-string elements from arrays","Video Processing","Tue Mar 03 02:29:13 UTC 2026","passed","Tue Mar 03 02:29:13 UTC 2026","","parseSummaryResponse","",""
"","1","returns 400 when user has no Stripe customer","Billing","Tue Mar 03 02:29:12 UTC 2026","passed","Tue Mar 03 02:29:12 UTC 2026","","POST /billing/portal","",""
