"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","throws on invalid JSON","Video Processing","Sun Mar 01 13:54:22 UTC 2026","passed","Sun Mar 01 13:54:22 UTC 2026","","parseSummaryResponse","",""
"","3","returns 429 when rate limited","Queue","Sun Mar 01 13:54:21 UTC 2026","passed","Sun Mar 01 13:54:21 UTC 2026","","POST /queue","",""
"","0","throws on missing required fields","Video Processing","Sun Mar 01 13:54:22 UTC 2026","passed","Sun Mar 01 13:54:22 UTC 2026","","parseSummaryResponse","",""
"","1","extracts from youtu.be/","Queue","Sun Mar 01 13:54:21 UTC 2026","passed","Sun Mar 01 13:54:21 UTC 2026","","extractVideoId","",""
"","0","truncates oversized summary and array items","Video Processing","Sun Mar 01 13:54:22 UTC 2026","passed","Sun Mar 01 13:54:22 UTC 2026","","parseSummaryResponse","",""
"","44","returns usage info for free user","Billing","Sun Mar 01 13:54:22 UTC 2026","passed","Sun Mar 01 13:54:22 UTC 2026","","GET /usage","",""
"","2","searches summaries by query","Summaries","Sun Mar 01 13:54:21 UTC 2026","passed","Sun Mar 01 13:54:21 UTC 2026","","GET /summaries/search","",""
"","1","creates portal session for user with Stripe customer","Billing","Sun Mar 01 13:54:21 UTC 2026","passed","Sun Mar 01 13:54:21 UTC 2026","","POST /billing/portal","",""
"","1","returns 400 when q parameter is missing","Summaries","Sun Mar 01 13:54:21 UTC 2026","passed","Sun Mar 01 13:54:21 UTC 2026","","GET /summaries/search","",""
"","1","extracts from youtube.com/shorts/","Queue","Sun Mar 01 13:54:21 UTC 2026","passed","Sun Mar 01 13:54:21 UTC 2026","","extractVideoId","",""
"","0","extracts JSON from markdown code fences","Video Processing","Sun Mar 01 13:54:22 UTC 2026","passed","Sun Mar 01 13:54:22 UTC 2026","","parseSummaryResponse","",""
"","2","soft-deletes a summary","Summaries","Sun Mar 01 13:54:21 UTC 2026","passed","Sun Mar 01 13:54:21 UTC 2026","","DELETE /summaries/:id","",""
"","2","returns usage info for pro user","Billing","Sun Mar 01 13:54:22 UTC 2026","passed","Sun Mar 01 13:54:22 UTC 2026","","GET /usage","",""
"","2","parses valid JSON response","Video Processing","Sun Mar 01 13:54:22 UTC 2026","passed","Sun Mar 01 13:54:22 UTC 2026","","parseSummaryResponse","",""
"","1","returns HTML success page","Billing","Sun Mar 01 13:54:21 UTC 2026","passed","Sun Mar 01 13:54:21 UTC 2026","","GET /billing/success","",""
"","1","fails when keyPoints count is too low","Video Processing","Sun Mar 01 13:54:22 UTC 2026","passed","Sun Mar 01 13:54:22 UTC 2026","","runChecks","",""
"","83","returns paginated list of summaries","Summaries","Sun Mar 01 13:54:21 UTC 2026","passed","Sun Mar 01 13:54:21 UTC 2026","","GET /summaries","",""
"","2","fires Inngest event for a pending queue item","Queue","Sun Mar 01 13:54:21 UTC 2026","passed","Sun Mar 01 13:54:21 UTC 2026","","POST /queue/:id/retry","",""
"","2","returns 409 for duplicate video","Queue","Sun Mar 01 13:54:21 UTC 2026","passed","Sun Mar 01 13:54:21 UTC 2026","","POST /queue","",""
"","2","returns 404 for non-existent or already deleted summary","Summaries","Sun Mar 01 13:54:21 UTC 2026","passed","Sun Mar 01 13:54:21 UTC 2026","","DELETE /summaries/:id","",""
"","1","returns 404 for non-existent item","Queue","Sun Mar 01 13:54:21 UTC 2026","passed","Sun Mar 01 13:54:21 UTC 2026","","DELETE /queue/:id","",""
"","0","returns null for invalid URLs","Queue","Sun Mar 01 13:54:21 UTC 2026","passed","Sun Mar 01 13:54:21 UTC 2026","","extractVideoId","",""
"","1","returns 409 for processing items","Queue","Sun Mar 01 13:54:21 UTC 2026","passed","Sun Mar 01 13:54:21 UTC 2026","","DELETE /queue/:id","",""
"","1","filters non-string elements from arrays","Video Processing","Sun Mar 01 13:54:22 UTC 2026","passed","Sun Mar 01 13:54:22 UTC 2026","","parseSummaryResponse","",""
